Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"navigateToUrl(""https://www.globalsqa.com/angularJs-protractor/BankingProject/#/login"")",Chrome 119.0.0.0,,,2023-11-27 18:49:29,2023-11-27 18:49:30,1.662s,PASSED
maximizeWindow(),Chrome 119.0.0.0,,,2023-11-27 18:49:30,2023-11-27 18:49:31,0.147s,PASSED
"click(findTestObject(""Object Repository/HermaineCustomer/Page_XYZ Bank/button_Customer Login""))",Chrome 119.0.0.0,,,2023-11-27 18:49:31,2023-11-27 18:49:32,1.101s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/HermaineCustomer/Page_XYZ Bank/select_---Your Name---       Hermoine Grang_6e895b""), ""1"", true)",Chrome 119.0.0.0,,,2023-11-27 18:49:32,2023-11-27 18:49:34,1.986s,PASSED
"click(findTestObject(""Object Repository/HermaineCustomer/Page_XYZ Bank/button_Login""))",Chrome 119.0.0.0,,,2023-11-27 18:49:34,2023-11-27 18:49:34,0.518s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/HermaineCustomer/Page_XYZ Bank/select_100110021003""), ""number:1002"", true)",Chrome 119.0.0.0,,,2023-11-27 18:49:34,2023-11-27 18:49:37,2.780s,PASSED
"click(findTestObject(""Object Repository/HermaineCustomer/Page_XYZ Bank/button_Transactions""))",Chrome 119.0.0.0,,,2023-11-27 18:49:37,2023-11-27 18:49:37,0.531s,PASSED
"click(findTestObject(""Object Repository/HermaineCustomer/Page_XYZ Bank/button_Home""))",Chrome 119.0.0.0,,,2023-11-27 18:49:37,2023-11-27 18:49:39,1.196s,PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-27 18:49:39,2023-11-27 18:49:39,0.835s,PASSED
,,,,,,,
Test Cases/GlobalsManagerLogin,Chrome 119.0.0.0,,,2023-11-27 18:49:40,2023-11-27 18:49:53,13.610s,PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-11-27 18:49:40,2023-11-27 18:49:41,1.208s,PASSED
"navigateToUrl(""https://www.globalsqa.com/angularJs-protractor/BankingProject/#/login"")",Chrome 119.0.0.0,,,2023-11-27 18:49:41,2023-11-27 18:49:44,2.156s,PASSED
maximizeWindow(),Chrome 119.0.0.0,,,2023-11-27 18:49:44,2023-11-27 18:49:44,0.143s,PASSED
"click(findTestObject(""Object Repository/AddCustomerManager/Page_XYZ Bank/button_Bank Manager Login""))",Chrome 119.0.0.0,,,2023-11-27 18:49:44,2023-11-27 18:49:45,1.421s,PASSED
"click(findTestObject(""Object Repository/AddCustomerManager/Page_XYZ Bank/button_Add Customer""))",Chrome 119.0.0.0,,,2023-11-27 18:49:45,2023-11-27 18:49:47,2.036s,PASSED
"setText(findTestObject(""Object Repository/AddCustomerManager/Page_XYZ Bank/input_First Name_form-control ng-pristine n_693e51""), ""Test"")",Chrome 119.0.0.0,,,2023-11-27 18:49:47,2023-11-27 18:49:49,1.754s,PASSED
"setText(findTestObject(""Object Repository/AddCustomerManager/Page_XYZ Bank/input_Last Name_form-control ng-pristine ng_64913d""), ""Test"")",Chrome 119.0.0.0,,,2023-11-27 18:49:49,2023-11-27 18:49:50,0.933s,PASSED
"click(findTestObject(""Object Repository/AddCustomerManager/Page_XYZ Bank/button_Add Customer_1""))",Chrome 119.0.0.0,,,2023-11-27 18:49:50,2023-11-27 18:49:50,0.560s,PASSED
"setText(findTestObject(""Object Repository/AddCustomerManager/Page_XYZ Bank/input_Post Code_form-control ng-pristine ng_b8fd27""), ""515411"")",Chrome 119.0.0.0,,,2023-11-27 18:49:50,2023-11-27 18:49:51,0.925s,PASSED
"click(findTestObject(""Object Repository/AddCustomerManager/Page_XYZ Bank/button_Add Customer_1""))",Chrome 119.0.0.0,,,2023-11-27 18:49:51,2023-11-27 18:49:52,0.572s,PASSED
"click(findTestObject(""Object Repository/AddCustomerManager/Page_XYZ Bank/button_Home""))",Chrome 119.0.0.0,,,2023-11-27 18:49:52,2023-11-27 18:49:52,0.357s,PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-27 18:49:52,2023-11-27 18:49:53,0.820s,PASSED
,,,,,,,
Test Cases/AccountOpeningManager,Chrome 119.0.0.0,,,2023-11-27 18:49:53,2023-11-27 18:50:04,11.219s,PASSED
"openBrowser("""")",Chrome 119.0.0.0,,,2023-11-27 18:49:54,2023-11-27 18:49:55,1.388s,PASSED
"navigateToUrl(""https://www.globalsqa.com/angularJs-protractor/BankingProject/#/login"")",Chrome 119.0.0.0,,,2023-11-27 18:49:55,2023-11-27 18:49:57,1.744s,PASSED
maximizeWindow(),Chrome 119.0.0.0,,,2023-11-27 18:49:57,2023-11-27 18:49:57,0.161s,PASSED
"click(findTestObject(""Object Repository/AccountOpeningManager/Page_XYZ Bank/button_Bank Manager Login""))",Chrome 119.0.0.0,,,2023-11-27 18:49:57,2023-11-27 18:49:58,1.095s,PASSED
"click(findTestObject(""Object Repository/AccountOpeningManager/Page_XYZ Bank/button_Open Account""))",Chrome 119.0.0.0,,,2023-11-27 18:49:58,2023-11-27 18:50:00,1.068s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/AccountOpeningManager/Page_XYZ Bank/select_---Customer Name---       Hermoine G_e4ab73""), ""1"", true)",Chrome 119.0.0.0,,,2023-11-27 18:50:00,2023-11-27 18:50:01,1.838s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/AccountOpeningManager/Page_XYZ Bank/select_---Currency---       Dollar      Pou_e54511""), ""Pound"", true)",Chrome 119.0.0.0,,,2023-11-27 18:50:01,2023-11-27 18:50:03,1.399s,PASSED
"click(findTestObject(""Object Repository/AccountOpeningManager/Page_XYZ Bank/button_Process""))",Chrome 119.0.0.0,,,2023-11-27 18:50:03,2023-11-27 18:50:03,0.559s,PASSED
"click(findTestObject(""Object Repository/AccountOpeningManager/Page_XYZ Bank/button_Home""))",Chrome 119.0.0.0,,,2023-11-27 18:50:03,2023-11-27 18:50:04,0.262s,PASSED
closeBrowser(),Chrome 119.0.0.0,,,2023-11-27 18:50:04,2023-11-27 18:50:04,0.771s,PASSED
